CARD,DISC,HACK,INSD,PHYS,PORT,STAT,Index,Type
0.000242621,0.019561762,0.011213269,0.964638,0.003605357,4.97E-07,0.000738538,403,INSD
0.006574801,0.09744372,0.013224429,0.7209478,0.10757389,0.000356495,0.05387897,405,INSD
0.000400783,0.2467386,0.000135328,0.02324059,0.7133851,0.007182514,0.008917098,410,PHYS
0.00533988,0.019193335,0.027655495,0.9182869,0.012986509,1.35E-05,0.016524373,413,INSD
0.013250715,0.02985143,0.029108506,0.82398254,0.043225363,9.74E-05,0.060484126,414,INSD
0.14524251,0.000504401,0.79996234,0.048422284,0.001062015,2.56E-07,0.00480628,415,HACK
0.003654975,0.020708572,0.025007205,0.9231531,0.014401031,1.17E-05,0.01306343,417,INSD
0.002418406,0.010787191,0.030010892,0.9448396,0.007312902,2.18E-06,0.004628831,418,INSD
0.043419402,0.000306792,0.9155537,0.03783307,0.000736599,6.77E-08,0.002150411,419,HACK
0.008410182,0.011927803,0.0406563,0.91362333,0.011678123,8.09E-06,0.013696132,420,INSD
0.020903505,0.034764465,0.028528927,0.7889137,0.053492546,0.000224795,0.07317202,424,INSD
0.000976573,0.008806029,0.023704082,0.9602676,0.004930351,7.34E-07,0.00131459,426,INSD
0.001081107,0.006338748,0.029589623,0.9582417,0.003604583,3.92E-07,0.001143793,428,INSD
0.000679699,0.020907251,0.015363259,0.9518328,0.00986759,1.89E-06,0.001347573,429,INSD
0.001109317,0.001916592,0.49768546,0.49747765,0.001445146,2.68E-08,0.000365776,431,HACK
0.00315936,0.011856732,0.030832298,0.93835676,0.00906107,3.35E-06,0.006730422,433,INSD
0.006356514,0.018233903,0.030923558,0.9109203,0.015850168,1.50E-05,0.017700473,434,INSD
0.00398562,0.008420438,0.040622212,0.9333295,0.007970546,2.10E-06,0.005669415,439,INSD
0.017253552,0.038086485,0.026193913,0.77300555,0.056645066,0.000226854,0.08858859,440,INSD
0.001696087,0.005878132,0.03617329,0.95027256,0.004426232,4.88E-07,0.001553157,442,INSD
0.002310886,0.015364624,0.024481332,0.940951,0.012091576,4.94E-06,0.004795633,443,INSD
0.006519674,0.023297887,0.02793868,0.8965493,0.022898914,2.71E-05,0.022768347,445,INSD
0.019016061,0.018924862,0.04060388,0.84518564,0.027397636,4.81E-05,0.048823826,447,INSD
0.8346646,0.004894752,0.034433424,0.081390634,0.007360977,0.000320332,0.036935143,449,CARD
0.005113988,0.0428875,0.018857863,0.86688673,0.032929316,6.43E-05,0.03326026,450,INSD
0.001399635,0.08430727,0.010605144,0.84173405,0.055955216,3.82E-05,0.005960585,454,INSD
0.001166466,0.007903338,0.026556324,0.95802194,0.004926262,6.87E-07,0.001424921,455,INSD
0.012413436,0.024207864,0.031292986,0.86178815,0.030526193,5.56E-05,0.039715722,456,INSD
0.001290505,0.004130017,0.06896858,0.9217506,0.003149157,1.41E-07,0.00071094,457,INSD
0.002599787,0.014910756,0.02639598,0.93989414,0.008929939,4.27E-06,0.007265006,461,INSD
0.00368881,0.033213522,0.019906756,0.89953905,0.029998278,3.06E-05,0.013622932,462,INSD
0.01757927,0.03034871,0.029835423,0.82105577,0.04004988,0.000129467,0.06100152,467,INSD
0.010112791,0.000943751,0.7729866,0.21261987,0.001844062,4.53E-08,0.00149294,468,HACK
0.009222542,0.011052027,0.045048274,0.910478,0.012006956,7.44E-06,0.012184761,470,INSD
0.009194677,0.02335554,0.02916497,0.88766074,0.02291325,3.70E-05,0.027673934,472,INSD
0.15357137,0.022675218,0.040834945,0.51344883,0.05765955,0.000794815,0.21101525,473,INSD
0.010499025,0.018276308,0.03410129,0.89315695,0.016787084,2.32E-05,0.02715615,474,INSD
1.06E-06,0.94654316,1.30E-05,0.022313097,0.030889243,6.90E-05,0.000171534,475,DISC
0.042227138,0.004494659,0.20290205,0.73398423,0.008203071,9.68E-07,0.008187939,480,INSD
0.001147895,0.016333405,0.019039506,0.95315725,0.007142773,2.40E-06,0.003176797,483,INSD
0.000484198,0.26262957,0.000137729,0.022537787,0.69029063,0.010208759,0.013711363,487,PHYS
0.003292179,0.005567942,0.051368818,0.9318935,0.005302967,6.01E-07,0.002574012,489,INSD
0.001205861,0.007824285,0.02712237,0.9579255,0.004175813,6.30E-07,0.001745482,493,INSD
0.000787008,0.022334248,0.015193358,0.9519973,0.006628207,2.19E-06,0.003057667,495,INSD
0.000729395,0.007719087,0.02263346,0.9644255,0.003503481,4.14E-07,0.000988611,497,INSD
0.000365015,0.007599577,0.018136837,0.97086537,0.002569023,2.02E-07,0.000464031,501,INSD
0.004700876,0.017096657,0.030008182,0.9201596,0.015236293,1.04E-05,0.012788017,502,INSD
0.00327452,0.14414729,0.008927988,0.64178544,0.18358636,0.00029835,0.017980093,510,INSD
0.009846738,0.019193837,0.03230831,0.896507,0.016353587,2.41E-05,0.025766365,513,INSD
2.57E-05,0.58978224,0.000732553,0.35349393,0.055554472,1.64E-05,0.00039468,514,DISC
0.005138486,0.028515404,0.023680175,0.8926485,0.03509375,3.28E-05,0.014890952,515,INSD
0.03704174,0.026059534,0.035945304,0.7534538,0.052977297,0.000224625,0.0942977,516,INSD
0.015966645,0.013386934,0.045318775,0.8891159,0.014134971,1.72E-05,0.022059636,517,INSD
0.000754816,0.005906284,0.02616148,0.9635577,0.002794106,2.44E-07,0.00082543,518,INSD
0.8793326,0.000384173,0.084672,0.0246947,0.001030786,2.82E-06,0.009882926,520,CARD
0.000688896,0.000214575,0.92499125,0.073776595,0.000217984,1.73E-09,0.000110681,527,HACK
0.007215825,0.06537782,0.0168064,0.78586835,0.08122687,0.000224347,0.043280445,530,INSD
0.003703957,0.17182623,0.007137818,0.53653497,0.2553819,0.000554673,0.024860488,531,INSD
0.87578213,0.000870138,0.0625037,0.042233247,0.002095065,1.12E-05,0.016504528,534,CARD
0.6585916,0.00391165,0.096150056,0.17829926,0.008880263,4.84E-05,0.05411877,538,CARD
0.000842318,0.004604164,0.036717184,0.9543411,0.002865332,1.72E-07,0.000629771,539,INSD
0.008039301,0.025164666,0.02790816,0.8864548,0.022715911,3.69E-05,0.02968022,540,INSD
0.016539743,0.025827968,0.033279978,0.82876676,0.037009012,8.53E-05,0.05849136,541,INSD
0.009852589,0.12381567,0.002228016,0.110697925,0.61819315,0.011099999,0.12411264,544,PHYS
0.0149133,0.026111744,0.032723673,0.8341831,0.04093263,8.29E-05,0.051052585,545,INSD
8.17E-05,0.6666784,0.000144298,0.06140031,0.2662514,0.001235038,0.004208848,548,DISC
0.000581624,0.001533665,0.56519777,0.43146965,0.001010731,1.46E-08,0.00020652,551,HACK
0.005359172,0.022644524,0.027537698,0.90583557,0.020802246,2.13E-05,0.017799536,552,INSD
0.00125925,0.002155961,0.47755864,0.5168579,0.001742125,3.65E-08,0.000426082,553,INSD
0.00278034,0.009594441,0.033354536,0.94231874,0.007290461,1.97E-06,0.004659611,555,INSD
0.014833596,0.068391904,0.018654943,0.6749839,0.10173248,0.000487857,0.120915286,557,INSD
0.003041077,0.029524952,0.01983962,0.91372854,0.022667078,1.99E-05,0.011178874,559,INSD
0.000305794,0.01683411,0.012763305,0.9646908,0.004786029,5.65E-07,0.000619311,561,INSD
0.005326233,0.011277066,0.038405973,0.92333233,0.012045009,5.04E-06,0.009608332,578,INSD
0.022100855,0.087414145,0.005678122,0.19754702,0.4744317,0.006858431,0.20596974,580,PHYS
0.008218952,0.13997851,0.009457362,0.5439721,0.21368074,0.001017285,0.0836751,581,INSD
0.024974644,0.007766529,0.08921067,0.85263497,0.010455707,4.34E-06,0.014953175,584,INSD
0.017714476,0.018112129,0.040762514,0.85850906,0.028408473,4.34E-05,0.036449894,585,INSD
0.000222149,0.030508347,0.009122266,0.95450944,0.004639692,8.65E-07,0.000997216,586,INSD
0.001265936,0.012930679,0.022297775,0.9546122,0.006004041,1.66E-06,0.002887691,588,INSD
0.000943794,0.009685773,0.022637872,0.9600656,0.005346383,8.71E-07,0.001319762,590,INSD
0.003264596,0.017412154,0.0258431,0.9308694,0.013911529,8.07E-06,0.008691245,598,INSD
0.000440652,0.006222043,0.020864395,0.96951723,0.002489055,1.81E-07,0.000466538,600,INSD
0.000704431,0.048074413,0.010999587,0.9230144,0.013260021,6.56E-06,0.003940659,602,INSD
0.001231356,0.030622557,0.015169743,0.9356438,0.011657308,6.45E-06,0.005668878,603,INSD
0.000835061,0.016759226,0.017170351,0.95615447,0.007068836,1.84E-06,0.002010229,604,INSD
0.000178292,0.005300018,0.01983187,0.97312737,0.001374492,5.23E-08,0.000187954,606,INSD
0.000887547,0.010176352,0.02133058,0.9614575,0.004533401,8.32E-07,0.001613869,612,INSD
1.70E-07,0.93336576,9.31E-08,0.000304078,0.06209323,0.00392585,0.000310747,618,DISC
0.00036841,0.015678111,0.014006616,0.964642,0.004528129,6.00E-07,0.000776046,619,INSD
4.71E-10,0.9971533,5.81E-09,0.000132273,0.002702529,9.28E-06,2.54E-06,620,DISC
0.006958924,0.08153945,0.015284336,0.75921035,0.07706627,0.000248509,0.059692204,621,INSD
0.000760983,0.004838032,0.029392252,0.9619723,0.002337097,1.63E-07,0.000699086,623,INSD
0.009305446,0.027149227,0.028173603,0.86996675,0.028922083,5.21E-05,0.03643087,624,INSD
0.005179143,0.018813437,0.029281314,0.9137521,0.015684234,1.31E-05,0.017276714,632,INSD
0.002189678,0.17144783,0.000406465,0.03714509,0.71947914,0.021495303,0.047836475,635,PHYS
0.075467095,0.026318481,0.03484595,0.6351056,0.061526317,0.00057728,0.16615933,637,INSD
0.003551834,0.17220877,0.000720376,0.055630464,0.6787996,0.01639812,0.07269078,641,PHYS
1.17E-05,0.7916747,1.29E-05,0.010550091,0.19400166,0.001852855,0.001896082,642,DISC
0.000590704,0.03941942,0.011312933,0.93587554,0.009773619,3.93E-06,0.003023912,643,INSD
0.000258934,0.28771386,8.44E-05,0.017346285,0.6783562,0.008516578,0.007723708,645,PHYS
0.008428928,0.15724032,0.002391704,0.14752656,0.5279208,0.008902697,0.14758898,650,PHYS
0.000911751,0.009673866,0.022144638,0.9609684,0.004896215,8.15E-07,0.001404314,653,INSD
0.001945972,0.010187586,0.028552577,0.9491697,0.006930465,1.69E-06,0.003212111,656,INSD
0.08454499,0.009362457,0.12333431,0.737144,0.014791381,1.27E-05,0.030810175,658,INSD
0.001165798,0.01035241,0.02354622,0.9573712,0.005623926,1.14E-06,0.001939306,659,INSD
