CARD,DISC,HACK,INSD,PHYS,PORT,STAT,Index,Type
0.001972338,1.14E-05,0.99624205,0.001658286,3.69E-05,5.41E-10,7.90E-05,5339,HACK
0.04314649,0.011351717,0.07636855,0.82024133,0.016332526,1.91E-05,0.03254037,5340,INSD
0.001251029,0.002656158,0.33865583,0.65498525,0.001973783,4.58E-08,0.000477899,5341,INSD
0.000742695,0.037537623,0.01185998,0.93379873,0.012812265,5.51E-06,0.003243175,5342,INSD
0.000885811,0.00715369,0.025481397,0.9617396,0.003664902,4.23E-07,0.001074202,5348,INSD
0.001059839,0.010526503,0.022556936,0.9589391,0.00490223,1.02E-06,0.002014333,5351,INSD
0.04168431,0.008402341,0.11154724,0.80037117,0.016611027,7.17E-06,0.021376785,5355,INSD
0.012218899,0.013414518,0.041953314,0.89751166,0.015014539,1.49E-05,0.019872252,5358,INSD
0.017449612,0.023187343,0.03417283,0.8497643,0.028459603,6.79E-05,0.04689834,5361,INSD
0.000414529,0.00049371,0.84461313,0.15398858,0.000388022,3.63E-09,0.00010205,5366,HACK
0.002761187,0.020477451,0.023434285,0.9322078,0.011238381,7.52E-06,0.009873405,5370,INSD
0.011038647,0.12372828,0.010108159,0.5127157,0.23275861,0.001340034,0.10831062,5371,INSD
0.000957389,0.012955675,0.019866748,0.9588384,0.004964419,1.28E-06,0.002416126,5376,INSD
0.000672128,0.006875605,0.023499887,0.9649859,0.003193948,3.13E-07,0.000772218,5377,INSD
0.013323537,0.016044797,0.040043358,0.88280106,0.022023696,2.50E-05,0.025738435,5379,INSD
0.002979385,0.003237309,0.28641677,0.7031366,0.003191653,1.06E-07,0.001038196,5382,INSD
0.002274375,0.014343847,0.025059165,0.9433383,0.009579423,3.84E-06,0.005401069,5383,INSD
0.005851575,0.016325084,0.031581838,0.9178557,0.013685109,1.10E-05,0.014689725,5387,INSD
0.027847655,0.017301558,0.044518996,0.8338089,0.028228926,6.03E-05,0.048233613,5388,INSD
0.003613056,0.016827187,0.02737076,0.92910784,0.012210266,7.56E-06,0.010863318,5389,INSD
0.000154254,0.047059402,0.018613303,0.9184999,0.015327803,9.97E-07,0.000344338,5393,INSD
0.005769452,0.016454443,0.032323,0.9162632,0.015544991,1.16E-05,0.013633207,5396,INSD
0.00246399,0.021220319,0.021560803,0.9334586,0.012230074,8.04E-06,0.009058135,5397,INSD
0.001211156,0.33565426,0.001738677,0.22806852,0.4168183,0.001268182,0.015240974,5399,PHYS
0.000823204,0.000515414,0.83109176,0.16692103,0.000476862,4.77E-09,0.000171805,5403,HACK
1.60E-05,0.21543519,0.001571334,0.77553344,0.007184153,1.13E-06,0.000258748,5404,INSD
0.001754268,0.022544788,0.018917955,0.9393151,0.010611831,6.14E-06,0.006849857,5408,INSD
0.000555431,1.85E-05,0.995096,0.004246644,3.98E-05,2.45E-10,4.36E-05,5412,HACK
0.01940087,0.019994546,0.038435455,0.8517184,0.028081236,5.66E-05,0.042312913,5414,INSD
0.002784156,0.020252842,0.02356425,0.9316473,0.011666027,7.82E-06,0.010077607,5416,INSD
0.000431919,0.006409196,0.020347154,0.96979195,0.002552043,1.90E-07,0.000467589,5419,INSD
1.58E-09,0.99589705,2.49E-08,0.000340713,0.003744119,1.44E-05,3.68E-06,5420,DISC
1.26E-07,0.9528715,3.16E-07,0.00111012,0.0455515,0.00038722,7.92E-05,5421,DISC
0.003306325,0.06363691,0.01473723,0.84377,0.05932734,6.94E-05,0.015152806,5423,INSD
0.004015432,0.02438876,0.024349468,0.91405755,0.018719476,1.77E-05,0.014451577,5424,INSD
0.00113464,0.00845553,0.02567465,0.95829797,0.00492239,7.53E-07,0.001514061,5425,INSD
0.20628649,0.013964216,0.09321226,0.57961625,0.026192365,0.00010243,0.080626026,5427,INSD
0.001850095,0.014403443,0.023427863,0.9470625,0.009084064,3.31E-06,0.00416875,5428,INSD
0.000708421,0.008665042,0.021460772,0.9647411,0.003156508,4.47E-07,0.001267677,5430,INSD
0.004539059,0.03883128,0.020167638,0.8830241,0.025965558,3.93E-05,0.027433041,5431,INSD
0.008793824,0.021472,0.031499714,0.8916801,0.020814994,2.90E-05,0.02571039,5436,INSD
0.000124119,0.007028077,0.017096944,0.97399944,0.001609029,5.57E-08,0.00014229,5438,INSD
0.00504621,0.025564536,0.024581023,0.9031508,0.020818328,2.51E-05,0.02081401,5440,INSD
0.002170698,0.005411401,0.042835806,0.94315964,0.004792383,4.83E-07,0.001629677,5446,INSD
0.005961263,0.032125685,0.022772346,0.88065463,0.03122756,4.92E-05,0.027209317,5448,INSD
0.000606613,0.0006633,0.7629986,0.2350535,0.000529893,4.98E-09,0.00014806,5452,HACK
0.48530936,0.004435422,0.15899505,0.2976947,0.00914023,1.76E-05,0.044407584,5454,CARD
0.028565846,0.0246141,0.03706766,0.80936235,0.034439214,0.000129457,0.06582137,5456,INSD
0.003135115,0.015596628,0.026819866,0.9347229,0.010597386,5.65E-06,0.009122479,5458,INSD
0.001789648,0.009460801,0.028986987,0.950788,0.006226697,1.35E-06,0.002746498,5460,INSD
0.013570389,0.022085676,0.033339817,0.86615044,0.023766035,4.59E-05,0.04104168,5461,INSD
0.00013968,0.5521486,0.000344951,0.10453641,0.33931732,0.000709687,0.002803356,5464,DISC
0.006617873,0.013278689,0.0370915,0.91476846,0.013815431,8.28E-06,0.01441982,5465,INSD
0.002306458,0.014268293,0.025542796,0.94258344,0.010426713,4.03E-06,0.004868314,5466,INSD
3.65E-06,2.57E-08,0.99999034,5.68E-06,8.17E-08,3.92E-14,1.37E-07,5469,HACK
0.001218898,0.024760898,0.017060064,0.9426433,0.009837028,4.36E-06,0.004475497,5471,INSD
0.011442091,0.016209884,0.038076773,0.8926913,0.018131362,2.09E-05,0.023427647,5480,INSD
0.000346365,0.003644412,0.041207295,0.9528776,0.001664515,5.70E-08,0.000259751,5483,INSD
0.002419628,0.00609299,0.043844897,0.9404127,0.005288676,5.91E-07,0.001940528,5484,INSD
3.62E-07,0.9582049,1.92E-06,0.004933456,0.036573805,0.000155918,0.000129583,5487,DISC
0.000803104,0.008715292,0.022458531,0.9630656,0.003649064,5.44E-07,0.001307902,5489,INSD
0.000681995,0.013712182,0.017587498,0.96169835,0.004680725,9.59E-07,0.001638411,5491,INSD
0.000661347,0.01280316,0.017725294,0.9625981,0.004838931,9.12E-07,0.001372309,5492,INSD
0.17564678,0.023271255,0.042731978,0.5202268,0.05603233,0.000780981,0.18130992,5499,INSD
0.005156031,0.011887814,0.036248405,0.9257507,0.010686521,5.16E-06,0.010265455,5500,INSD
0.06748736,0.027713971,0.033526696,0.66255695,0.043378092,0.000479103,0.1648579,5502,INSD
0.00240285,0.04472153,0.015908461,0.89840394,0.026309406,2.68E-05,0.012227063,5504,INSD
0.004110184,0.014685611,0.030102296,0.9311008,0.010575444,6.41E-06,0.009419262,5508,INSD
0.00107435,0.05082998,0.013284252,0.8964208,0.035935853,1.07E-05,0.002444032,5514,INSD
0.003916684,0.022172032,0.024537835,0.9185219,0.016631545,1.48E-05,0.014205149,5517,INSD
0.023351409,0.08303012,0.008069991,0.30053246,0.25867543,0.003932104,0.32240853,5518,INSD
0.3930033,0.002428437,0.29758835,0.28247777,0.006283746,2.71E-06,0.018215587,5519,CARD
0.2669243,0.009904389,0.11725177,0.51731044,0.017731464,5.30E-05,0.07082467,5520,INSD
0.000260206,0.23807628,0.003505779,0.71779555,0.03609733,3.33E-05,0.00423155,5522,INSD
0.004392256,0.004915134,0.07313801,0.91023815,0.004787532,3.97E-07,0.002528644,5526,INSD
0.000903032,0.007140932,0.025519429,0.9616724,0.003639137,4.25E-07,0.001124617,5527,INSD
1.88E-09,0.99450016,1.35E-08,0.000184491,0.005276582,3.20E-05,6.71E-06,5528,DISC
0.001187055,0.005289298,0.03268775,0.9561766,0.003685209,3.15E-07,0.000973774,5531,INSD
0.0383896,0.027973117,0.034136456,0.7332103,0.049097713,0.000261766,0.11693103,5535,INSD
0.00019256,0.48772457,0.000308468,0.081219114,0.4254753,0.001205914,0.003874112,5536,DISC
0.008637332,0.02669627,0.027982337,0.87491953,0.027351558,4.63E-05,0.034366596,5540,INSD
8.03E-05,0.013134101,0.00920789,0.97565687,0.001769201,7.97E-08,0.000151584,5541,INSD
0.002016338,0.01709201,0.022435967,0.9423473,0.011021822,5.13E-06,0.005081445,5542,INSD
0.17134026,0.001895565,0.57279634,0.23903218,0.003496247,7.99E-07,0.011438613,5545,HACK
0.001496472,0.004016043,0.07688906,0.91387945,0.002877276,1.30E-07,0.000841577,5546,INSD
0.003650879,0.014428475,0.030432649,0.9314982,0.011258555,5.70E-06,0.008725507,5550,INSD
0.03785287,0.05014233,0.015125793,0.39709198,0.22472338,0.002335881,0.2727277,5552,INSD
0.029823843,0.06387361,0.009334961,0.29480946,0.22913937,0.003944455,0.3690743,5553,INSD
0.038025785,0.03810752,0.027610345,0.7041008,0.067776136,0.000566047,0.123813346,5556,INSD
0.000191964,0.057313107,0.006562983,0.926953,0.007654364,2.07E-06,0.001322444,5557,INSD
0.002358839,0.003390086,0.1903957,0.8000905,0.002732252,9.56E-08,0.001032484,5562,INSD
0.002586217,0.016707288,0.024667483,0.93814456,0.009332211,5.24E-06,0.008557048,5569,INSD
0.001984045,0.008500704,0.031175597,0.9491161,0.006688634,1.26E-06,0.00253365,5570,INSD
0.001205959,0.000599303,0.8314369,0.16591503,0.000594868,7.63E-09,0.000247858,5572,HACK
0.000266872,0.00011701,0.95753837,0.041929886,0.000104388,6.24E-10,4.35E-05,5577,HACK
0.001094853,0.013604678,0.020020528,0.9563218,0.006475158,1.83E-06,0.002481178,5578,INSD
0.01645094,0.013414934,0.045567404,0.88228893,0.018194469,2.05E-05,0.024062809,5579,INSD
0.000439962,0.01321191,0.015467781,0.96540827,0.004684947,6.05E-07,0.00078653,5580,INSD
0.000275537,0.003443953,0.051577244,0.9431066,0.001374359,4.25E-08,0.00022212,5584,INSD
0.003011496,0.015488555,0.026822984,0.9355722,0.011497056,5.71E-06,0.007601899,5585,INSD
0.001041342,0.006274047,0.028644994,0.9593509,0.003557595,3.73E-07,0.001130788,5588,INSD
0.00160846,0.002386949,0.4313732,0.5620812,0.002004111,4.75E-08,0.000546083,5590,INSD
0.008064407,0.010422108,0.04330622,0.91553414,0.011204892,6.09E-06,0.011462265,5592,INSD
0.000874243,0.023639375,0.015531733,0.94913745,0.007379859,2.67E-06,0.003434622,5593,INSD
0.002827396,0.2679971,0.001802994,0.17316157,0.5044131,0.003860342,0.045937464,5596,PHYS
0.000944885,0.007439601,0.025509203,0.96132284,0.003399132,4.48E-07,0.001383931,5600,INSD
0.001218993,0.008611963,0.026088635,0.957759,0.00430341,7.50E-07,0.002017313,5603,INSD
0.001433191,0.07257595,0.011182234,0.8761025,0.027783686,2.91E-05,0.010893294,5605,INSD
0.009956216,0.013548384,0.039320257,0.9043875,0.013384884,1.20E-05,0.019390816,5608,INSD
0.000509077,0.004694965,0.029432219,0.96274996,0.002174345,1.19E-07,0.000439318,5613,INSD
0.003236698,0.015795738,0.027285911,0.9338222,0.010925122,6.04E-06,0.008928282,5620,INSD
0.00274454,0.015780171,0.026019873,0.93765074,0.010119025,5.19E-06,0.00768052,5621,INSD
0.000133152,0.006579645,0.0338937,0.95725244,0.001993912,6.54E-08,0.000146981,5623,INSD
0.001838896,0.003038205,0.25428525,0.7376923,0.002415724,6.99E-08,0.000729571,5625,INSD
0.000220104,8.17E-05,0.9669102,0.03267922,7.68E-05,3.70E-10,3.20E-05,5627,HACK
0.001579947,0.00508345,0.042446975,0.9461378,0.003528506,2.84E-07,0.001222935,5628,INSD
0.000303031,1.30E-05,0.9967529,0.002882615,2.49E-05,1.35E-10,2.37E-05,5632,HACK
0.002851284,0.017938403,0.024153808,0.93329495,0.014553752,7.97E-06,0.007199856,5635,INSD
0.021650482,0.018423362,0.04158824,0.8470506,0.02711719,5.25E-05,0.04411763,5637,INSD
0.3574917,0.00033848,0.60624003,0.02912876,0.000965457,4.05E-07,0.00583511,5638,HACK
0.001116918,0.031706873,0.01484766,0.93417007,0.014141481,6.07E-06,0.004010953,5640,INSD
0.00490618,0.01135823,0.037702534,0.92571723,0.011504318,4.73E-06,0.008806666,5641,INSD
0.00078578,0.000489926,0.8693679,0.12870775,0.000484849,5.77E-09,0.00016387,5644,HACK
0.011773153,0.010876395,0.04727901,0.9007481,0.013268585,9.41E-06,0.016045446,5646,INSD
0.000973526,0.007941067,0.025050284,0.9607597,0.003875073,5.44E-07,0.001399855,5650,INSD
0.96962523,0.000482714,0.017012568,0.009514428,0.000426389,2.04E-05,0.002918307,5651,CARD
0.002914541,0.020788936,0.022802688,0.9297561,0.011678203,9.10E-06,0.012050495,5652,INSD
0.003781174,0.002190172,0.44124225,0.54931605,0.002429985,6.13E-08,0.001040309,5654,INSD
0.02703048,0.026347732,0.034262374,0.7841027,0.041864973,0.000150172,0.08624154,5655,INSD
0.042104263,0.009704553,0.09610417,0.81481814,0.015233651,1.01E-05,0.022025134,5657,INSD
0.004565979,0.017573379,0.029263001,0.9213365,0.013066402,9.92E-06,0.01418481,5661,INSD
0.009300264,0.009686787,0.04826383,0.91056764,0.010607408,5.43E-06,0.011568666,5662,INSD
0.002978058,0.024791814,0.021354765,0.9226513,0.017657932,1.43E-05,0.010551825,5663,INSD
0.015535865,0.013630286,0.043439128,0.8888822,0.01507555,1.89E-05,0.023418173,5665,INSD
0.001435,0.011165087,0.024773983,0.9541198,0.005480466,1.43E-06,0.003024155,5669,INSD
0.000596184,1.30E-05,0.99699867,0.002320238,3.07E-05,2.27E-10,4.13E-05,5673,HACK
0.001976385,0.02441361,0.019422228,0.9338041,0.013414705,8.48E-06,0.006960549,5676,INSD
0.003792993,0.016649166,0.028170457,0.9275879,0.014156705,8.33E-06,0.009634402,5678,INSD
0.061295833,0.023556432,0.043193582,0.7448146,0.041084714,0.000248892,0.08580597,5679,INSD
3.27E-05,7.25E-07,0.9998011,0.000162053,1.69E-06,2.98E-12,1.80E-06,5683,HACK
0.001422231,0.004657529,0.048581835,0.94129276,0.002978171,1.98E-07,0.001067247,5686,INSD
0.001486848,0.037872925,0.01458097,0.9206264,0.018997217,1.24E-05,0.006423234,5689,INSD
0.03891264,0.035531547,0.022085989,0.50434434,0.107186995,0.000904527,0.2910339,5690,INSD
0.000135965,0.008872116,0.012682913,0.97628295,0.001846099,8.32E-08,0.000179763,5696,INSD
0.003583765,0.017394764,0.027022272,0.9284315,0.013444036,8.39E-06,0.010115302,5701,INSD
9.20E-05,1.54E-06,0.9995339,0.000363658,4.12E-06,1.01E-11,4.85E-06,5702,HACK
0.00661614,0.041547872,0.020776369,0.8630831,0.03348571,7.59E-05,0.034414846,5703,INSD
0.000291834,0.039706044,0.00900387,0.942131,0.007502972,1.85E-06,0.001362481,5708,INSD
0.00268222,0.012994038,0.0282366,0.9411729,0.008255104,3.34E-06,0.006655796,5709,INSD
0.002048909,0.023606442,0.019819556,0.934771,0.011031956,7.50E-06,0.008714698,5710,INSD
0.000240426,0.017607385,0.011406229,0.9665033,0.003598913,4.44E-07,0.000643195,5711,INSD
0.001094302,0.004560318,0.14930707,0.84049255,0.003964734,1.70E-07,0.000580953,5718,INSD
0.015994517,0.024503179,0.03250856,0.85141724,0.030809203,7.22E-05,0.044695206,5719,INSD
0.025248783,0.036294866,0.027895512,0.7661513,0.06211192,0.000317534,0.08198003,5723,INSD
0.012708725,0.025789527,0.031842023,0.85569906,0.03417056,6.65E-05,0.03972365,5724,INSD
0.000510052,0.003731981,0.070954084,0.9224688,0.001991534,6.94E-08,0.000343469,5726,INSD
0.0256013,0.016559277,0.044039074,0.85018045,0.021552376,4.70E-05,0.04202063,5727,INSD
0.003217012,0.00443909,0.10750515,0.87910205,0.004186746,2.31E-07,0.001549763,5729,INSD
0.003483767,0.09292184,0.012467125,0.79938453,0.06289477,0.000126243,0.028721754,5733,INSD
0.000367831,0.008592358,0.017451692,0.97044677,0.00258106,2.39E-07,0.000560025,5735,INSD
0.004761315,0.003857355,0.22874767,0.7564693,0.004533161,1.97E-07,0.001630987,5738,INSD
0.01663394,0.019343391,0.036976766,0.8647063,0.022279523,4.23E-05,0.040017705,5739,INSD
0.002290552,0.006202126,0.038967967,0.94515777,0.005010495,7.15E-07,0.002370361,5742,INSD
0.00942285,0.010576017,0.048356827,0.9095408,0.010993684,5.93E-06,0.011103895,5743,INSD
5.03E-05,1.27E-06,0.9996221,0.000320428,2.85E-06,5.62E-12,3.01E-06,5745,HACK
0.000888106,0.30135205,0.00371647,0.57360345,0.1027245,0.000279128,0.01743632,5746,INSD
0.001454612,0.056351103,0.012520604,0.898312,0.021521632,2.03E-05,0.00981973,5748,INSD
6.63E-05,5.40E-06,0.9982666,0.001647751,8.01E-06,2.06E-11,6.02E-06,5751,HACK
0.005692788,0.0094754,0.042726982,0.9230789,0.010715308,3.78E-06,0.008306854,5752,INSD
0.002421379,0.010598988,0.03001848,0.94504833,0.007381046,2.13E-06,0.004529717,5754,INSD
0.00409681,0.005973053,0.054954395,0.9253929,0.006516105,8.44E-07,0.003065937,5756,INSD
0.00549306,0.014208849,0.03427193,0.9186333,0.016208548,8.78E-06,0.011175619,5757,INSD
0.00285814,0.015410784,0.026490051,0.9370448,0.010723823,5.28E-06,0.007467112,5758,INSD
0.004803975,0.01654506,0.030596765,0.9202682,0.014241659,9.61E-06,0.013534654,5759,INSD
0.030650675,0.013489985,0.062496435,0.84871036,0.016482588,2.13E-05,0.028148692,5760,INSD
0.003989736,0.031909384,0.021050913,0.9014224,0.021782693,2.74E-05,0.019817576,5761,INSD
0.000742132,2.24E-06,0.9989116,0.000311872,8.83E-06,7.26E-11,2.33E-05,5762,HACK
0.023960108,0.08565624,0.00715735,0.25542384,0.33417448,0.004719548,0.2889085,5763,PHYS
0.087530784,0.026995016,0.034548316,0.6363453,0.054529577,0.000659673,0.15939139,5769,INSD
0.000773815,0.012120766,0.01905377,0.9613613,0.005210645,1.03E-06,0.001478672,5771,INSD
0.007796487,0.007152248,0.06395817,0.904185,0.010742311,2.03E-06,0.006163833,5772,INSD
0.004786627,0.009223391,0.04123424,0.92773545,0.010414544,3.16E-06,0.006602579,5774,INSD
0.010314177,0.065599754,0.018311607,0.7477093,0.08239363,0.000312374,0.07535921,5776,INSD
0.001084687,0.009975264,0.023880262,0.9579669,0.005483586,9.82E-07,0.001608295,5778,INSD
0.00360006,0.010652385,0.03482015,0.93540365,0.009047426,3.07E-06,0.006473209,5780,INSD
0.0067778,0.008254615,0.062493492,0.9110926,0.006268199,1.47E-06,0.005111858,5781,INSD
0.00034864,0.024157133,0.011367337,0.9568688,0.006210656,1.13E-06,0.001046364,5787,INSD
0.002771083,0.01649144,0.025268704,0.9364759,0.011499066,6.01E-06,0.007487824,5789,INSD
0.03791907,0.05220041,0.011634266,0.31042925,0.24505183,0.00307549,0.33968967,5792,INSD
0.000285674,3.57E-05,0.98835295,0.011248412,4.72E-05,2.42E-10,3.02E-05,5794,HACK
0.00473571,0.013167365,0.034520995,0.9250935,0.012578744,6.15E-06,0.009897657,5795,INSD
0.000741365,0.002844568,0.18673128,0.80752426,0.001801328,4.15E-08,0.000357207,5796,INSD
0.041438002,0.01727682,0.045955673,0.8028651,0.027000247,8.71E-05,0.065377,5800,INSD
0.012751254,0.029783983,0.027919928,0.8473688,0.036921084,9.14E-05,0.045163486,5804,INSD
0.001793473,0.003977775,0.10228497,0.88789386,0.003145641,1.36E-07,0.000904158,5805,INSD
0.001458073,0.010766703,0.025077384,0.9542396,0.005492752,1.36E-06,0.00296407,5810,INSD
0.000207224,0.03846615,0.010962154,0.9381133,0.011806194,1.13E-06,0.000443828,5812,INSD
0.018037098,0.026784906,0.031846713,0.83880436,0.033639215,9.87E-05,0.05078899,5813,INSD
0.000309271,0.012091868,0.014511079,0.9689707,0.003606164,3.41E-07,0.000510535,5814,INSD
0.003205143,0.022344226,0.02281014,0.9245652,0.015731102,1.28E-05,0.011331402,5817,INSD
0.003436752,0.01782502,0.026453035,0.93143725,0.011210036,7.37E-06,0.009630649,5821,INSD
0.002583863,0.010197342,0.031531487,0.94373345,0.007307376,2.07E-06,0.004644426,5822,INSD
0.001969293,0.002767646,0.2802976,0.71173203,0.002558818,6.65E-08,0.000674561,5823,INSD
0.047385365,0.016233595,0.05251692,0.8042954,0.021492142,6.34E-05,0.058013104,5826,INSD
0.02113714,0.018070303,0.040586326,0.8575093,0.022252655,4.68E-05,0.04039747,5827,INSD
0.000881259,0.046777807,0.011683889,0.92135084,0.014078267,8.22E-06,0.005219705,5828,INSD
0.005603293,0.001131412,0.7685841,0.22193,0.001715793,4.28E-08,0.001035428,5830,HACK
0.001135179,0.01527535,0.019246886,0.954612,0.006604639,2.17E-06,0.003123755,5831,INSD
0.000270496,0.007445531,0.01687809,0.972959,0.002107888,1.33E-07,0.000338788,5834,INSD
0.009147659,0.02313648,0.029515607,0.887603,0.02062158,3.42E-05,0.029941348,5837,INSD
0.023233965,0.015163382,0.04513218,0.8613122,0.019593684,3.55E-05,0.035529114,5840,INSD
0.003567878,0.002117551,0.5649418,0.42588204,0.002568864,7.10E-08,0.000921784,5842,HACK
0.0001172,4.96E-06,0.99859494,0.001264643,9.40E-06,3.10E-11,8.83E-06,5845,HACK
0.001817532,0.009222282,0.029275132,0.9508756,0.005927121,1.27E-06,0.00288113,5846,INSD
5.37E-05,3.98E-07,0.9998752,6.71E-05,1.34E-06,2.87E-12,2.26E-06,5847,HACK
0.007256871,0.021319922,0.029158669,0.9033674,0.018206898,2.38E-05,0.020666623,5848,INSD
0.000205986,0.006129678,0.019358939,0.9724405,0.001637889,7.25E-08,0.000226871,5849,INSD
0.000565758,0.20447871,0.004985158,0.69276685,0.0935155,5.86E-05,0.003629369,5851,INSD
0.003074639,0.014489085,0.028114544,0.9362974,0.010103496,4.84E-06,0.007915952,5852,INSD
0.001019957,0.019386973,0.017611047,0.9506842,0.008591882,2.71E-06,0.002703244,5853,INSD
0.001286223,0.008716654,0.026113892,0.9571807,0.004544958,8.12E-07,0.002156693,5854,INSD
0.001147899,0.00796237,0.02628468,0.9583911,0.004740929,6.74E-07,0.001472387,5855,INSD
0.015202113,0.011030963,0.050860208,0.88877946,0.014703583,1.14E-05,0.019412342,5857,INSD
0.021295287,0.008944161,0.076817475,0.865915,0.011584163,5.68E-06,0.015438187,5858,INSD
0.003263378,0.023394523,0.02229282,0.92352325,0.014261527,1.27E-05,0.01325177,5859,INSD
0.009375472,0.008076637,0.06717187,0.89862925,0.009608937,2.35E-06,0.007135449,5862,INSD
0.000308147,0.040136095,0.009216325,0.9418352,0.006872998,1.82E-06,0.001629338,5863,INSD
5.07E-05,0.7608313,0.000132747,0.06586969,0.16886161,0.000891841,0.003362138,5864,DISC
0.00084171,0.006095806,0.026897186,0.96218646,0.003053642,2.88E-07,0.00092492,5865,INSD
0.11979066,0.015784543,0.078701206,0.68902546,0.0256344,9.15E-05,0.07097217,5866,INSD
0.003526277,0.014648845,0.029530758,0.9322947,0.011516091,5.78E-06,0.008477516,5868,INSD
0.000316686,0.000156643,0.9391904,0.06014098,0.000142155,8.44E-10,5.31E-05,5869,HACK
0.000451783,0.00351874,0.06585844,0.92808884,0.001775337,5.91E-08,0.00030677,5870,INSD
8.71E-05,5.33E-07,0.9998153,9.17E-05,1.98E-06,4.92E-12,3.53E-06,5871,HACK
0.023334164,0.01606414,0.045868155,0.863651,0.018639961,3.53E-05,0.032407317,5877,INSD
0.001704325,0.005756063,0.035807606,0.9508475,0.004221662,4.82E-07,0.001662444,5879,INSD
0.000637243,0.022250867,0.014232031,0.9538723,0.006919512,1.87E-06,0.002086165,5880,INSD
0.001563072,0.03717396,0.014615548,0.92246205,0.015377571,1.24E-05,0.008795301,5884,INSD
0.000334961,0.000609563,0.77305853,0.22550869,0.000390922,3.20E-09,9.74E-05,5890,HACK
0.000249827,0.014363119,0.01259351,0.96877396,0.003519428,3.49E-07,0.000499896,5891,INSD
0.027363863,0.021658892,0.037945837,0.81860036,0.028620465,9.04E-05,0.065720156,5894,INSD
0.0066014,0.021149773,0.029005518,0.9060999,0.017032957,2.09E-05,0.02008958,5897,INSD
0.000661408,0.007810031,0.02177966,0.9655486,0.00326194,3.83E-07,0.000938037,5899,INSD
0.000654817,0.004963229,0.13948935,0.8511698,0.00329151,1.44E-07,0.000431111,5901,INSD
0.002161712,0.036676172,0.017812284,0.9157867,0.016168805,1.27E-05,0.011381649,5903,INSD
0.001654556,0.00175002,0.5649092,0.4296943,0.001507627,2.95E-08,0.000484239,5909,HACK
0.000424327,0.000159559,0.9480197,0.05116917,0.000159212,1.19E-09,6.81E-05,5913,HACK
0.030691922,0.011053328,0.073468536,0.8435897,0.017910698,1.47E-05,0.02327113,5916,INSD
0.005612407,0.20999229,0.004136254,0.30091727,0.40400988,0.002472129,0.0728598,5917,PHYS
2.94E-05,0.5373125,1.50E-05,0.007871777,0.44656724,0.005866461,0.002337614,5918,DISC
0.002570626,0.0108473,0.030905562,0.94325393,0.007639999,2.34E-06,0.004780345,5921,INSD
1.54E-05,0.7745756,4.55E-05,0.032657236,0.19127421,0.000528049,0.000904063,5926,DISC
0.005359849,0.14907816,0.009386485,0.6330227,0.13777779,0.000623998,0.06475093,5927,INSD
0.000709105,0.002480899,0.33851635,0.65639406,0.001598758,3.14E-08,0.000300787,5928,INSD
0.002708018,0.009192177,0.03375187,0.94275814,0.007645614,1.86E-06,0.003942369,5932,INSD
0.000724137,0.007134491,0.023687547,0.9641504,0.00345602,3.62E-07,0.000846984,5933,INSD
0.010490104,0.011459786,0.044352364,0.9046347,0.013761708,9.57E-06,0.015291697,5934,INSD
0.002546959,0.012983671,0.02764386,0.9408315,0.011788619,3.95E-06,0.004201393,5936,INSD
0.000471163,0.003430117,0.0906661,0.9033123,0.0018193,5.34E-08,0.000300897,5937,INSD
0.002038003,0.012521671,0.026132349,0.9473105,0.007225535,2.47E-06,0.004769358,5939,INSD
0.000704273,0.004582567,0.032912336,0.9586068,0.002644315,1.55E-07,0.000549645,5944,INSD
0.000935923,0.033242565,0.014121542,0.9375432,0.009091632,4.33E-06,0.005060694,5950,INSD
9.12E-08,0.97463924,3.94E-07,0.001573533,0.023552813,0.000160205,7.36E-05,5954,DISC
0.000315407,0.020424059,0.012187142,0.96010023,0.006340848,7.26E-07,0.000631581,5955,INSD
0.008625892,0.12053998,0.002076732,0.10504152,0.66220695,0.008567208,0.092941724,5957,PHYS
0.000291265,0.003691599,0.049729876,0.9444762,0.001582272,5.28E-08,0.000228722,5959,INSD
0.016061625,0.014181427,0.043433283,0.8826572,0.016976079,2.15E-05,0.02666899,5960,INSD
0.000310001,0.0348636,0.00998526,0.9477338,0.005489183,1.28E-06,0.001616784,5962,INSD
0.000149335,2.56E-05,0.9906488,0.009129339,3.02E-05,1.13E-10,1.68E-05,5967,HACK
0.003747121,0.011190637,0.033621192,0.9361638,0.008185504,3.35E-06,0.007088335,5971,INSD
1.59E-06,0.92082983,7.00E-06,0.011582632,0.0670093,0.000258335,0.000311171,5972,DISC
0.005752675,0.002670714,0.49734548,0.48960987,0.002873102,1.07E-07,0.001748041,5973,HACK
0.001300558,0.056887094,0.012745141,0.9010572,0.019654896,1.56E-05,0.008339522,5974,INSD
0.001487138,0.0325875,0.01607289,0.9291734,0.014178116,8.68E-06,0.006492282,5981,INSD
0.000515062,0.005437725,0.026176427,0.96478736,0.002628069,1.67E-07,0.00045528,5984,INSD
0.000308679,0.012022625,0.014415116,0.96967995,0.002935034,3.26E-07,0.000638233,5985,INSD
0.004959365,0.02299319,0.026122907,0.91455626,0.015867887,1.64E-05,0.015484012,5986,INSD
0.003958564,0.015932973,0.028968334,0.928394,0.011657726,7.25E-06,0.011081114,5987,INSD
